station,rank
31258,0.04551744173271789
31289,0.03893075998384393
31247,0.03657739589182536
31288,0.034594869388318364
31248,0.03337597039511682
31623,0.031329965492411925
31249,0.0302855658264092
31290,0.02889381344338725
31321,0.02604691522932619
31201,0.024340311069984577
31129,0.02346097743002587
31108,0.02261037500964263
31229,0.022250842454772747
31200,0.022220176004871403
31271,0.020796509659791153
31603,0.02014712112511244
31646,0.02004167788744781
31232,0.01924809367444965
31600,0.018904720072696064
31277,0.018904436010553912
31228,0.01856753221556026
31230,0.018324451180192776
31609,0.018261047187521508
31615,0.018221158836453616
31272,0.017438563291951273
31243,0.017274621415980015
31628,0.0172716755919533
31215,0.01668601536175753
31219,0.016423280699479837
31266,0.016379311258449623
31241,0.016310091817671617
31128,0.01629210267763037
31265,0.016134297451646643
31214,0.015922526473922945
31203,0.015681226941120383
31246,0.015613724077694052
31233,0.015239719001054376
31281,0.015101395440021648
31212,0.015068440903495952
31101,0.014875907484417345
31257,0.013012988396111994
31110,0.012910764494172226
31613,0.012885778951560645
31627,0.012123677163081367
31227,0.01200276317205564
31295,0.011584595635568799
31064,0.01135868946379822
31314,0.011083389087120744
31014,0.01006122357617267
31002,0.007174666153415065
32045,0.0052930237428112925
31007,0.005055879389673208
31037,0.0030264397836571783
32067,0.00286109390012068
