station,rank
31623,0.04747794843043061
31258,0.031586226827932905
31288,0.029737672644078537
31200,0.02790401712617861
31289,0.027008098812867382
31248,0.02694172078570268
31229,0.026620238068951217
31230,0.025659401259037422
31600,0.025391961458342924
31603,0.025308450202938336
31615,0.0252002807494882
31201,0.024486851765158912
31247,0.024190892892926037
31249,0.023926645075717467
31108,0.023851074533610593
31266,0.022015068171237166
31101,0.021848176187011233
31228,0.021716179750516405
31232,0.021071404978668606
31203,0.0207317788059075
31277,0.020517576720309124
31628,0.019974557900154007
31214,0.01989973754113187
31281,0.019579484113576875
31241,0.019085168817285284
31233,0.019019378607125336
31128,0.018833417308753046
31265,0.018088151299297965
31243,0.01788703303843808
31272,0.017614103391647797
31129,0.01693995622668048
31627,0.016882965978564528
31321,0.01677090081521557
31110,0.016545577404296644
31246,0.016295946434083334
31290,0.016227539430822203
31646,0.015815872013660585
31271,0.015664209970450083
31212,0.015546286709177399
31219,0.01527763116813394
31227,0.015035016794994577
31613,0.014552075112532713
31215,0.014418117329772188
31609,0.013954299176218446
31257,0.013374845794622288
31014,0.012187104760536676
31295,0.011814998941616625
31314,0.008683084570992745
31064,0.008498214436661829
31002,0.005413383627106425
31007,0.004044660654823239
31037,0.002884615384615385
