station,rank
31258,0.043135930761310656
31623,0.038028138293304606
31249,0.03780366255674741
31248,0.035796835952487255
31288,0.03344966462207183
31247,0.032367747786389636
31289,0.03228322758762067
31290,0.029945178483708784
31321,0.02615913648016337
31200,0.02422631014402506
31232,0.02360933973365113
31201,0.02265297873158096
31229,0.02234597684833536
31129,0.021687673217494575
31603,0.020714483254993282
31108,0.020291798477952542
31228,0.019989387811478857
31230,0.01981296377340734
31243,0.019791500127570534
31600,0.019052673550509262
31241,0.01866372157529014
31277,0.01856901315114117
31271,0.018284031779708824
31101,0.018127701096060572
31615,0.01804468310353405
31272,0.01774152315122119
31233,0.017700947412766992
31219,0.017428836853628813
31646,0.017337326334646297
31246,0.017242013970264307
31203,0.017143554295747286
31266,0.017110321068401074
31128,0.016901380718634673
31214,0.016883113503022608
31265,0.015900659291283526
31628,0.015852732879879032
31613,0.015698703789629825
31281,0.015499521106495731
31609,0.014931869213145751
31215,0.01471710835355115
31110,0.014697036335485967
31227,0.01466802429818688
31627,0.013648906097942871
31212,0.01265232036806632
31257,0.011897702373233737
31064,0.011020760686322793
31314,0.009549065201199745
31295,0.009542737132843052
31014,0.008961109059474186
31002,0.005947060691283163
31007,0.004491906913105186
