source,target,weight
31228,31613,4.0
31228,31243,5.0
31228,31288,16.0
31228,31233,9.0
31228,31215,2.0
31228,31281,24.0
31228,31295,4.0
31228,31200,10.0
31228,31229,10.0
31228,31110,2.0
31228,31129,6.0
31228,31603,29.0
31228,31203,24.0
31228,31609,8.0
31228,31101,16.0
31228,31265,25.0
31228,31248,16.0
31228,31266,33.0
31228,31321,17.0
31228,31014,2.0
31228,31628,9.0
31228,31627,6.0
31228,31219,4.0
31228,31108,8.0
31228,31646,4.0
31228,31258,28.0
31228,31615,9.0
31228,31271,10.0
31228,31201,15.0
31228,31212,9.0
31228,31600,36.0
31228,31247,19.0
31228,31241,19.0
31228,31249,7.0
31228,31214,10.0
31228,31064,1.0
31228,31277,17.0
31228,31257,9.0
31230,31603,22.0
31230,31232,53.0
31230,31265,42.0
31230,31201,11.0
31230,31247,7.0
31230,31295,2.0
31230,31227,1.0
31230,31228,39.0
31230,31623,33.0
31230,31271,5.0
31230,31214,24.0
31230,31290,18.0
31230,31258,9.0
31230,31215,6.0
31230,31108,21.0
31230,31613,3.0
31230,31289,13.0
31230,31266,57.0
31230,31646,13.0
31230,31277,14.0
31230,31129,1.0
31230,31628,4.0
31230,31257,3.0
31230,31609,1.0
31230,31200,6.0
31230,31615,4.0
31230,31203,14.0
31230,31101,14.0
31230,31110,7.0
31230,31281,26.0
31230,31288,19.0
31230,31600,38.0
31230,31627,8.0
31230,31246,8.0
31230,31248,11.0
31230,31128,8.0
31230,31212,4.0
31230,31272,4.0
31230,31314,1.0
31230,31241,20.0
31230,31229,2.0
31230,31249,9.0
31230,31219,17.0
31230,31233,5.0
31230,31321,15.0
31200,31212,14.0
31200,31227,12.0
31200,31230,5.0
31200,31265,14.0
31200,31271,4.0
31200,31108,3.0
31200,31603,8.0
31200,31101,74.0
31200,31241,42.0
31200,31266,25.0
31200,31295,8.0
31200,31203,31.0
31200,31110,35.0
31200,31628,2.0
31200,31249,3.0
31200,31229,106.0
31200,31233,10.0
31200,31246,39.0
31200,31257,19.0
31200,31646,5.0
31200,31600,9.0
31200,31314,17.0
31200,31129,6.0
31200,31613,1.0
31200,31289,13.0
31200,31248,6.0
31200,31014,4.0
31200,31258,9.0
31200,31623,1.0
31200,31228,15.0
31200,31232,8.0
31200,31215,38.0
31200,31201,83.0
31200,31247,3.0
31200,31288,6.0
31200,31243,7.0
31200,31277,4.0
31200,31290,5.0
31200,31219,4.0
31200,31609,1.0
31200,31321,19.0
31200,31281,32.0
31200,31128,21.0
31200,31214,43.0
31200,31627,10.0
31232,31613,11.0
31232,31272,15.0
31232,31609,21.0
31232,31247,17.0
31232,31230,28.0
31232,31241,21.0
31232,31110,8.0
31232,31212,5.0
31232,31257,2.0
31232,31101,6.0
31232,31108,13.0
31232,31266,26.0
31232,31248,19.0
31232,31228,15.0
31232,31200,7.0
31232,31243,51.0
31232,31295,4.0
31232,31281,29.0
31232,31603,32.0
31232,31600,27.0
31232,31289,21.0
31232,31321,35.0
31232,31290,16.0
31232,31277,15.0
31232,31233,3.0
31232,31258,22.0
31232,31288,44.0
31232,31227,14.0
31232,31215,3.0
31232,31128,4.0
31232,31623,23.0
31232,31219,13.0
31232,31615,14.0
31232,31627,7.0
31232,31129,8.0
31232,31229,7.0
31232,31249,29.0
31232,31203,9.0
31232,31646,16.0
31232,31214,2.0
31232,31007,1.0
31232,31201,10.0
31232,31265,15.0
31232,31246,7.0
31232,31628,14.0
31232,31271,12.0
31002,31321,6.0
31002,31249,38.0
31002,31258,4.0
31002,31247,7.0
31002,31014,1.0
31002,31265,1.0
31002,31628,1.0
31002,31623,2.0
31002,31609,2.0
31002,31646,11.0
31002,31243,5.0
31002,31108,3.0
31002,31248,4.0
31002,31007,6.0
31002,31064,17.0
31002,31272,7.0
31290,31272,36.0
31290,31249,111.0
31290,31609,10.0
31290,31248,114.0
31290,31628,12.0
31290,31129,38.0
31290,31246,2.0
31290,31014,4.0
31290,31321,64.0
31290,31314,5.0
31290,31227,5.0
31290,31200,9.0
31290,31203,22.0
31290,31281,3.0
31290,31230,23.0
31290,31232,1.0
31290,31108,9.0
31290,31277,28.0
31290,31623,10.0
31290,31201,13.0
31290,31265,8.0
31290,31212,3.0
31290,31295,2.0
31290,31288,109.0
31290,31233,15.0
31290,31002,1.0
31290,31613,3.0
31290,31646,14.0
31290,31257,4.0
31290,31258,246.0
31290,31214,4.0
31290,31064,7.0
31290,31110,1.0
31290,31215,28.0
31290,31228,3.0
31290,31128,3.0
31290,31627,5.0
31290,31247,101.0
31290,31289,105.0
31290,31229,1.0
31290,31219,28.0
31290,31600,1.0
31290,31615,1.0
31290,31271,25.0
31290,31241,7.0
31290,31243,14.0
31110,31266,21.0
31110,31129,6.0
31110,31272,2.0
31110,31200,42.0
31110,31295,9.0
31110,31246,17.0
31110,31014,5.0
31110,31290,3.0
31110,31247,4.0
31110,31271,1.0
31110,31314,2.0
31110,31628,2.0
31110,31600,18.0
31110,31219,3.0
31110,31212,38.0
31110,31277,5.0
31110,31289,7.0
31110,31214,62.0
31110,31230,4.0
31110,31228,6.0
31110,31227,9.0
31110,31241,29.0
31110,31215,16.0
31110,31233,15.0
31110,31627,4.0
31110,31288,8.0
31110,31249,1.0
31110,31281,4.0
31110,31232,16.0
31110,31615,1.0
31110,31128,20.0
31110,31248,1.0
31110,31646,1.0
31110,31229,83.0
31110,31203,26.0
31110,31321,5.0
31110,31265,15.0
31110,31257,31.0
31110,31243,1.0
31110,31201,44.0
31110,31623,1.0
31110,31101,31.0
31110,31603,8.0
31110,31609,1.0
31646,31228,3.0
31646,31243,8.0
31646,31603,7.0
31646,31014,3.0
31646,31241,10.0
31646,31227,4.0
31646,31613,14.0
31646,31232,17.0
31646,31246,4.0
31646,31233,1.0
31646,31290,23.0
31646,31271,7.0
31646,31214,2.0
31646,31249,34.0
31646,31219,3.0
31646,31288,18.0
31646,31321,6.0
31646,31203,3.0
31646,31064,6.0
31646,31200,5.0
31646,31265,4.0
31646,31108,64.0
31646,31129,6.0
31646,31266,2.0
31646,31623,24.0
31646,31248,17.0
31646,31128,4.0
31646,31600,6.0
31646,31201,3.0
31646,31110,3.0
31646,31627,5.0
31646,31628,30.0
31646,31230,2.0
31646,31314,13.0
31646,31215,20.0
31646,31002,4.0
31646,31277,7.0
31646,31229,1.0
31646,31272,2.0
31646,31295,8.0
31646,31258,26.0
31646,31281,2.0
31646,31609,18.0
31646,31615,1.0
31646,31257,3.0
31646,31212,3.0
31646,31247,20.0
31646,31289,1.0
31646,31101,4.0
31108,31229,1.0
31108,31243,48.0
31108,31615,3.0
31108,31281,1.0
31108,31272,12.0
31108,31248,6.0
31108,31219,25.0
31108,31628,55.0
31108,31101,1.0
31108,31265,5.0
31108,31201,5.0
31108,31232,11.0
31108,31600,2.0
31108,31627,5.0
31108,31257,4.0
31108,31288,28.0
31108,31646,75.0
31108,31314,1.0
31108,31230,1.0
31108,31228,2.0
31108,31603,10.0
31108,31290,3.0
31108,31321,11.0
31108,31227,3.0
31108,31289,7.0
31108,31247,16.0
31108,31249,28.0
31108,31215,7.0
31108,31200,3.0
31108,31214,2.0
31108,31203,1.0
31108,31233,2.0
31108,31129,15.0
31108,31246,1.0
31108,31258,16.0
31108,31271,25.0
31108,31613,21.0
31108,31014,2.0
31108,31266,4.0
31108,31241,2.0
31108,31277,35.0
31108,31623,14.0
31108,31609,91.0
31108,31128,1.0
31272,31266,1.0
31272,31600,3.0
31272,31064,3.0
31272,31203,1.0
31272,31321,12.0
31272,31228,3.0
31272,31646,10.0
31272,31215,5.0
31272,31200,1.0
31272,31249,21.0
31272,31219,16.0
31272,31227,2.0
31272,31201,5.0
31272,31288,22.0
31272,31609,13.0
31272,31128,3.0
31272,31233,2.0
31272,31623,82.0
31272,31615,8.0
31272,31243,23.0
31272,31246,4.0
31272,31295,2.0
31272,31290,26.0
31272,31289,11.0
31272,31628,34.0
31272,31129,17.0
31272,31101,1.0
31272,31271,10.0
31272,31247,31.0
31272,31108,14.0
31272,31230,3.0
31272,31613,27.0
31272,31229,2.0
31272,31281,1.0
31272,31232,19.0
31272,31258,21.0
31272,31248,27.0
31272,31014,2.0
31272,31603,30.0
31272,31627,19.0
31272,31265,10.0
31014,31215,11.0
31014,31628,2.0
31014,31101,3.0
31014,31201,3.0
31014,31232,2.0
31014,31266,6.0
31014,31128,6.0
31014,31257,10.0
31014,31129,2.0
31014,31295,52.0
31014,31007,2.0
31014,31290,1.0
31014,31108,2.0
31014,31228,1.0
31014,31246,25.0
31014,31200,6.0
31014,31037,2.0
31014,31314,15.0
31014,31241,3.0
31014,31229,11.0
31014,31110,6.0
31014,31623,1.0
31014,31233,4.0
31014,31603,1.0
31014,31230,2.0
31014,31248,4.0
31014,31277,1.0
31014,31064,14.0
31014,31289,17.0
31014,31258,2.0
31014,31646,3.0
31014,31272,1.0
31014,31265,1.0
31014,31609,1.0
31014,31247,6.0
31014,31203,5.0
31014,31002,1.0
31014,31281,1.0
31014,31214,2.0
31014,31288,2.0
31014,31249,6.0
31064,31247,13.0
31064,31257,2.0
31064,31271,1.0
31064,31014,5.0
31064,31623,1.0
31064,31108,1.0
31064,31609,2.0
31064,31249,99.0
31064,31646,6.0
31064,31321,3.0
31064,31230,1.0
31064,31290,5.0
31064,31002,23.0
31064,31129,11.0
31064,31233,1.0
31064,31243,9.0
31064,31289,22.0
31064,31277,1.0
31064,31295,3.0
31064,31215,3.0
31064,31007,11.0
31064,31258,6.0
31064,31272,2.0
31064,31229,1.0
31128,31110,19.0
31128,31246,60.0
31128,31247,4.0
31128,31229,21.0
31128,31265,8.0
31128,31230,6.0
31128,31002,2.0
31128,31233,7.0
31128,31281,8.0
31128,31214,12.0
31128,31295,22.0
31128,31215,19.0
31128,31609,5.0
31128,31258,4.0
31128,31288,5.0
31128,31646,2.0
31128,31257,19.0
31128,31248,8.0
31128,31129,6.0
31128,31603,4.0
31128,31228,14.0
31128,31623,3.0
31128,31201,24.0
31128,31290,9.0
31128,31289,23.0
31128,31249,3.0
31128,31227,12.0
31128,31241,19.0
31128,31314,2.0
31128,31277,7.0
31128,31200,24.0
31128,31266,19.0
31128,31014,16.0
31128,31064,3.0
31128,31628,1.0
31128,31203,8.0
31128,31232,5.0
31128,31272,3.0
31128,31101,21.0
31128,31600,13.0
31128,31212,5.0
31128,31219,9.0
31314,31215,32.0
31314,31265,1.0
31314,31128,19.0
31314,31288,3.0
31314,31609,9.0
31314,31247,2.0
31314,31257,6.0
31314,31200,11.0
31314,31214,2.0
31314,31290,9.0
31314,31243,1.0
31314,31615,1.0
31314,31321,2.0
31314,31295,4.0
31314,31258,13.0
31314,31233,1.0
31314,31110,3.0
31314,31277,4.0
31314,31248,1.0
31314,31064,2.0
31314,31230,1.0
31314,31241,2.0
31314,31101,2.0
31314,31289,28.0
31314,31014,7.0
31314,31271,1.0
31314,31228,2.0
31314,31212,1.0
31314,31249,4.0
31314,31007,1.0
31314,31201,1.0
31314,31272,1.0
31314,31603,1.0
31314,31646,11.0
31314,31623,1.0
31314,31203,1.0
31314,31229,2.0
31314,31219,6.0
31314,31108,2.0
31314,31246,7.0
31628,31603,13.0
31628,31266,3.0
31628,31129,6.0
31628,31623,68.0
31628,31613,57.0
31628,31128,1.0
31628,31201,1.0
31628,31290,3.0
31628,31271,7.0
31628,31246,1.0
31628,31247,10.0
31628,31265,9.0
31628,31228,2.0
31628,31249,11.0
31628,31609,23.0
31628,31215,1.0
31628,31227,3.0
31628,31108,41.0
31628,31288,9.0
31628,31289,2.0
31628,31277,13.0
31628,31258,2.0
31628,31230,4.0
31628,31232,4.0
31628,31615,8.0
31628,31219,4.0
31628,31321,2.0
31628,31600,4.0
31628,31646,15.0
31628,31248,6.0
31628,31272,34.0
31628,31233,1.0
31628,31257,1.0
31628,31243,4.0
31246,31247,5.0
31246,31230,5.0
31246,31603,3.0
31246,31014,10.0
31246,31232,5.0
31246,31214,13.0
31246,31265,17.0
31246,31248,3.0
31246,31277,9.0
31246,31615,2.0
31246,31249,3.0
31246,31646,8.0
31246,31281,6.0
31246,31110,20.0
31246,31623,5.0
31246,31129,6.0
31246,31233,20.0
31246,31289,27.0
31246,31258,9.0
31246,31241,3.0
31246,31600,11.0
31246,31201,24.0
31246,31228,2.0
31246,31101,11.0
31246,31215,9.0
31246,31229,20.0
31246,31266,8.0
31246,31219,2.0
31246,31257,23.0
31246,31212,9.0
31246,31227,4.0
31246,31288,11.0
31246,31128,32.0
31246,31203,5.0
31246,31314,6.0
31246,31627,1.0
31246,31295,13.0
31246,31200,41.0
31246,31321,11.0
31246,31272,2.0
31246,31290,10.0
31266,31232,44.0
31266,31203,35.0
31266,31110,19.0
31266,31201,63.0
31266,31290,3.0
31266,31219,17.0
31266,31272,3.0
31266,31281,41.0
31266,31603,13.0
31266,31277,12.0
31266,31243,8.0
31266,31288,7.0
31266,31271,4.0
31266,31321,8.0
31266,31646,4.0
31266,31200,33.0
31266,31249,7.0
31266,31214,6.0
31266,31627,10.0
31266,31101,26.0
31266,31228,60.0
31266,31212,20.0
31266,31247,5.0
31266,31613,2.0
31266,31257,2.0
31266,31246,27.0
31266,31241,28.0
31266,31600,18.0
31266,31258,3.0
31266,31623,3.0
31266,31227,29.0
31266,31233,13.0
31266,31129,4.0
31266,31108,4.0
31266,31609,2.0
31266,31230,80.0
31266,31229,14.0
31266,31615,1.0
31266,31295,4.0
31266,31248,4.0
31266,31014,10.0
31266,31265,8.0
31266,31289,3.0
31266,31128,45.0
31212,31203,7.0
31212,31232,6.0
31212,31623,2.0
31212,31064,3.0
31212,31271,4.0
31212,31272,3.0
31212,31246,28.0
31212,31295,19.0
31212,31609,6.0
31212,31266,19.0
31212,31248,3.0
31212,31628,1.0
31212,31108,2.0
31212,31247,5.0
31212,31281,27.0
31212,31243,1.0
31212,31201,26.0
31212,31321,13.0
31212,31627,4.0
31212,31229,53.0
31212,31289,7.0
31212,31600,2.0
31212,31219,2.0
31212,31230,2.0
31212,31646,3.0
31212,31228,11.0
31212,31128,13.0
31212,31215,8.0
31212,31615,4.0
31212,31227,3.0
31212,31200,19.0
31212,31277,16.0
31212,31257,24.0
31212,31603,5.0
31212,31110,34.0
31212,31233,7.0
31212,31258,9.0
31212,31101,12.0
31212,31241,34.0
31212,31290,10.0
31212,31314,18.0
31212,31265,5.0
31212,31288,3.0
31212,31214,17.0
31212,31014,2.0
31212,31129,4.0
31600,31295,2.0
31600,31200,13.0
31600,31623,11.0
31600,31277,30.0
31600,31229,13.0
31600,31272,2.0
31600,31627,33.0
31600,31203,23.0
31600,31201,16.0
31600,31628,3.0
31600,31265,4.0
31600,31212,3.0
31600,31290,8.0
31600,31108,3.0
31600,31247,9.0
31600,31603,41.0
31600,31101,11.0
31600,31227,70.0
31600,31230,31.0
31600,31243,4.0
31600,31266,21.0
31600,31288,11.0
31600,31257,2.0
31600,31064,3.0
31600,31646,6.0
31600,31609,1.0
31600,31241,12.0
31600,31219,8.0
31600,31246,15.0
31600,31215,2.0
31600,31289,3.0
31600,31233,8.0
31600,31128,12.0
31600,31232,28.0
31600,31613,1.0
31600,31249,2.0
31600,31321,11.0
31600,31248,7.0
31600,31110,24.0
31600,31281,22.0
31600,31271,4.0
31600,31258,4.0
31600,31228,44.0
31600,31615,12.0
31600,31214,7.0
31214,31201,55.0
31214,31246,13.0
31214,31646,3.0
31214,31289,1.0
31214,31247,8.0
31214,31219,3.0
31214,31101,25.0
31214,31248,4.0
31214,31288,7.0
31214,31266,9.0
31214,31257,7.0
31214,31227,19.0
31214,31272,1.0
31214,31228,5.0
31214,31014,2.0
31214,31314,5.0
31214,31609,4.0
31214,31281,10.0
31214,31627,5.0
31214,31258,2.0
31214,31203,13.0
31214,31108,1.0
31214,31233,80.0
31214,31321,4.0
31214,31229,59.0
31214,31600,8.0
31214,31128,30.0
31214,31628,3.0
31214,31129,3.0
31214,31232,6.0
31214,31200,42.0
31214,31603,3.0
31214,31212,12.0
31214,31290,6.0
31214,31277,8.0
31214,31249,2.0
31214,31110,40.0
31214,31241,26.0
31214,31623,1.0
31214,31295,4.0
31214,31230,26.0
31214,31215,3.0
31214,31615,1.0
31214,31265,3.0
31271,31215,2.0
31271,31609,9.0
31271,31064,2.0
31271,31228,18.0
31271,31321,44.0
31271,31243,47.0
31271,31241,5.0
31271,31101,3.0
31271,31108,16.0
31271,31110,6.0
31271,31258,21.0
31271,31257,3.0
31271,31219,26.0
31271,31646,8.0
31271,31229,1.0
31271,31265,6.0
31271,31232,31.0
31271,31248,51.0
31271,31627,11.0
31271,31277,10.0
31271,31200,3.0
31271,31227,4.0
31271,31603,11.0
31271,31288,24.0
31271,31272,6.0
31271,31615,10.0
31271,31613,13.0
31271,31266,5.0
31271,31246,6.0
31271,31628,3.0
31271,31203,9.0
31271,31233,7.0
31271,31600,19.0
31271,31290,42.0
31271,31249,8.0
31271,31230,15.0
31271,31212,4.0
31271,31128,12.0
31271,31247,34.0
31271,31281,4.0
31271,31129,57.0
31271,31289,22.0
31271,31201,2.0
31271,31623,45.0
31243,31129,15.0
31243,31200,3.0
31243,31627,3.0
31243,31215,1.0
31243,31290,42.0
31243,31321,32.0
31243,31266,4.0
31243,31247,16.0
31243,31201,2.0
31243,31628,13.0
31243,31613,18.0
31243,31609,13.0
31243,31295,1.0
31243,31271,29.0
31243,31623,82.0
31243,31110,2.0
31243,31212,3.0
31243,31257,1.0
31243,31314,1.0
31243,31014,1.0
31243,31232,30.0
31243,31219,16.0
31243,31281,3.0
31243,31288,38.0
31243,31258,28.0
31243,31603,3.0
31243,31600,1.0
31243,31248,26.0
31243,31646,12.0
31243,31228,16.0
31243,31108,56.0
31243,31272,24.0
31243,31227,4.0
31243,31249,29.0
31243,31230,4.0
31243,31265,5.0
31243,31289,10.0
31243,31233,5.0
31243,31615,13.0
31243,31203,4.0
31243,31064,5.0
31243,31241,1.0
31265,31241,8.0
31265,31230,45.0
31265,31295,2.0
31265,31289,5.0
31265,31214,2.0
31265,31014,3.0
31265,31609,2.0
31265,31613,33.0
31265,31227,35.0
31265,31129,9.0
31265,31233,17.0
31265,31257,2.0
31265,31247,10.0
31265,31248,9.0
31265,31200,6.0
31265,31229,4.0
31265,31249,1.0
31265,31277,13.0
31265,31281,10.0
31265,31219,7.0
31265,31288,15.0
31265,31290,5.0
31265,31623,17.0
31265,31128,13.0
31265,31203,13.0
31265,31232,28.0
31265,31272,13.0
31265,31266,5.0
31265,31258,2.0
31265,31110,10.0
31265,31243,2.0
31265,31628,8.0
31265,31627,21.0
31265,31201,5.0
31265,31321,11.0
31265,31215,3.0
31265,31271,10.0
31265,31246,13.0
31265,31212,2.0
31265,31646,2.0
31265,31600,9.0
31265,31108,5.0
31265,31228,21.0
31265,31064,1.0
31265,31603,55.0
31265,31314,1.0
31265,31615,12.0
31265,31101,10.0
31227,31241,7.0
31227,31613,2.0
31227,31230,4.0
31227,31281,17.0
31227,31289,2.0
31227,31257,2.0
31227,31615,8.0
31227,31258,3.0
31227,31128,6.0
31227,31200,5.0
31227,31272,4.0
31227,31321,11.0
31227,31271,1.0
31227,31646,1.0
31227,31295,2.0
31227,31214,14.0
31227,31627,6.0
31227,31203,7.0
31227,31248,5.0
31227,31228,34.0
31227,31110,4.0
31227,31101,4.0
31227,31229,4.0
31227,31108,6.0
31227,31277,19.0
31227,31246,10.0
31227,31288,12.0
31227,31243,1.0
31227,31219,5.0
31227,31247,9.0
31227,31603,8.0
31227,31249,2.0
31227,31266,16.0
31227,31623,10.0
31227,31232,15.0
31227,31212,5.0
31227,31215,3.0
31227,31600,68.0
31227,31233,18.0
31227,31201,6.0
31227,31265,20.0
31227,31129,10.0
31227,31290,8.0
31037,31613,1.0
31037,31314,3.0
31037,31289,2.0
31037,31215,1.0
31037,31249,1.0
31037,31014,13.0
31037,31295,3.0
31037,31288,2.0
31037,31321,2.0
31201,31219,1.0
31201,31200,106.0
31201,31230,10.0
31201,31627,9.0
31201,31246,35.0
31201,31289,5.0
31201,31129,11.0
31201,31277,9.0
31201,31014,1.0
31201,31623,6.0
31201,31266,51.0
31201,31265,11.0
31201,31247,9.0
31201,31272,2.0
31201,31203,12.0
31201,31295,3.0
31201,31214,61.0
31201,31288,5.0
31201,31233,8.0
31201,31314,7.0
31201,31249,9.0
31201,31600,33.0
31201,31110,60.0
31201,31229,125.0
31201,31248,11.0
31201,31321,26.0
31201,31232,15.0
31201,31228,13.0
31201,31101,48.0
31201,31613,2.0
31201,31128,19.0
31201,31257,1.0
31201,31646,3.0
31201,31215,7.0
31201,31241,36.0
31201,31609,3.0
31201,31615,3.0
31201,31628,1.0
31201,31108,1.0
31201,31227,13.0
31201,31258,1.0
31201,31603,18.0
31201,31212,17.0
31201,31290,6.0
31201,31281,28.0
31201,31271,6.0
31289,31243,22.0
31289,31295,5.0
31289,31615,3.0
31289,31014,8.0
31289,31272,15.0
31289,31227,10.0
31289,31603,6.0
31289,31232,13.0
31289,31201,5.0
31289,31290,83.0
31289,31257,35.0
31289,31228,9.0
31289,31266,3.0
31289,31271,58.0
31289,31108,5.0
31289,31230,18.0
31289,31233,9.0
31289,31314,32.0
31289,31037,1.0
31289,31628,2.0
31289,31623,25.0
31289,31214,3.0
31289,31248,85.0
31289,31646,9.0
31289,31609,7.0
31289,31129,68.0
31289,31219,33.0
31289,31277,56.0
31289,31265,7.0
31289,31258,55.0
31289,31613,4.0
31289,31321,39.0
31289,31600,6.0
31289,31241,8.0
31289,31064,14.0
31289,31627,5.0
31289,31212,7.0
31289,31200,7.0
31289,31229,5.0
31289,31215,54.0
31289,31246,21.0
31289,31281,1.0
31289,31203,11.0
31289,31128,16.0
31289,31101,3.0
31289,31110,3.0
31289,31247,105.0
31289,31249,78.0
31289,31288,119.0
31623,31272,89.0
31623,31243,87.0
31623,31108,13.0
31623,31271,45.0
31623,31247,18.0
31623,31101,5.0
31623,31228,17.0
31623,31214,1.0
31623,31230,30.0
31623,31281,5.0
31623,31227,11.0
31623,31265,11.0
31623,31288,42.0
31623,31646,24.0
31623,31014,1.0
31623,31203,2.0
31623,31241,12.0
31623,31290,7.0
31623,31200,8.0
31623,31609,9.0
31623,31289,10.0
31623,31219,58.0
31623,31110,1.0
31623,31613,71.0
31623,31321,33.0
31623,31277,24.0
31623,31215,3.0
31623,31627,51.0
31623,31201,6.0
31623,31266,4.0
31623,31615,289.0
31623,31258,9.0
31623,31212,2.0
31623,31248,68.0
31623,31232,24.0
31623,31128,10.0
31623,31249,12.0
31623,31600,15.0
31623,31628,65.0
31623,31129,13.0
31623,31603,59.0
31623,31233,30.0
31229,31628,1.0
31229,31603,19.0
31229,31257,24.0
31229,31248,7.0
31229,31200,187.0
31229,31600,11.0
31229,31246,15.0
31229,31228,15.0
31229,31247,8.0
31229,31249,7.0
31229,31265,8.0
31229,31281,22.0
31229,31623,4.0
31229,31609,5.0
31229,31215,3.0
31229,31314,4.0
31229,31232,13.0
31229,31295,5.0
31229,31233,106.0
31229,31241,50.0
31229,31289,3.0
31229,31627,9.0
31229,31227,13.0
31229,31212,82.0
31229,31128,51.0
31229,31108,7.0
31229,31219,7.0
31229,31321,3.0
31229,31203,51.0
31229,31110,52.0
31229,31214,120.0
31229,31014,19.0
31229,31266,12.0
31229,31272,2.0
31229,31290,2.0
31229,31129,20.0
31229,31258,2.0
31229,31101,26.0
31229,31277,19.0
31229,31646,3.0
31229,31230,10.0
31229,31271,1.0
31229,31243,10.0
31229,31288,11.0
31229,31201,161.0
31219,31295,1.0
31219,31247,24.0
31219,31290,19.0
31219,31281,2.0
31219,31288,19.0
31219,31002,2.0
31219,31271,10.0
31219,31627,7.0
31219,31258,19.0
31219,31613,6.0
31219,31101,2.0
31219,31228,19.0
31219,31108,7.0
31219,31600,1.0
31219,31233,3.0
31219,31129,32.0
31219,31272,11.0
31219,31229,3.0
31219,31266,5.0
31219,31249,14.0
31219,31064,3.0
31219,31615,3.0
31219,31277,7.0
31219,31232,31.0
31219,31321,23.0
31219,31201,5.0
31219,31646,5.0
31219,31265,9.0
31219,31215,5.0
31219,31110,1.0
31219,31227,3.0
31219,31243,30.0
31219,31314,1.0
31219,31241,1.0
31219,31230,11.0
31219,31289,30.0
31219,31246,4.0
31219,31214,6.0
31219,31128,1.0
31219,31248,13.0
31219,31623,64.0
31219,31203,9.0
31219,31609,6.0
31219,31628,1.0
31219,31200,2.0
31219,31603,13.0
31233,31288,8.0
31233,31257,4.0
31233,31232,5.0
31233,31014,1.0
31233,31628,4.0
31233,31214,45.0
31233,31289,13.0
31233,31265,18.0
31233,31295,2.0
31233,31623,4.0
31233,31613,5.0
31233,31646,3.0
31233,31271,1.0
31233,31201,16.0
31233,31243,1.0
31233,31110,10.0
31233,31247,4.0
31233,31230,21.0
31233,31246,10.0
