station,rank
31258,0.039623201458588254
31289,0.038377201990572596
31247,0.03600201447521044
31623,0.03561379132823488
31248,0.035227821989576275
31249,0.033820363931628926
31288,0.03284429612109178
31290,0.029608660405368723
31129,0.022861184820966975
31201,0.02232867590849294
31200,0.02229098659970507
31321,0.021495114169581858
31108,0.021454635900893616
31603,0.021300285024271153
31271,0.0206776119262073
31230,0.019975100586207897
31615,0.019938649641833714
31229,0.019828877460060818
31232,0.019761709219345083
31277,0.019500723612574926
31101,0.019494994861052075
31228,0.019092488005052404
31600,0.01877009718880923
31646,0.018207143560595846
31243,0.01794683704398977
31233,0.01783058881577952
31272,0.01762475135723929
31609,0.017435470779094017
31265,0.017311092753002192
31203,0.017180591264089558
31219,0.0165199323049291
31241,0.016485195087029832
31214,0.01644966103536473
31246,0.016374329745367684
31128,0.016164018656185733
31215,0.015990800809300963
31266,0.015792681679279035
31628,0.015777764155324395
31281,0.01521568710396947
31613,0.014696231142381317
31227,0.014677065574077563
31110,0.014321256009220018
31627,0.013924460402073981
31212,0.01384478745240728
31257,0.012743359372123108
31064,0.01229608784934156
31014,0.010898420767428602
31295,0.01084563701194978
31314,0.010130483460109535
31002,0.007542471009956442
31007,0.0058847071730628135
