station,rank
31258,0.041139429917686425
31289,0.03760945679862024
31288,0.03477334886448198
31623,0.03413199142755663
31247,0.03412143261576206
31248,0.029333919956066882
31249,0.027151682911993703
31108,0.024603455964989692
31200,0.024295777252035272
31201,0.024286041257420576
31321,0.022727674511546562
31229,0.022713781891866083
31290,0.022446890773092833
31129,0.022397309406687233
31603,0.02186584606043434
31646,0.020950421721631654
31271,0.020159285261902922
31277,0.020047055446460592
31232,0.019485528123178723
31615,0.019378497700577625
31228,0.018726933956084445
31609,0.018525885147671044
31272,0.018418997914204673
31101,0.018331001794497
31266,0.017978320576836276
31230,0.017927785549730114
31600,0.017783882737027676
31241,0.01767542773991948
31628,0.017511466993604154
31243,0.01744562560238417
31246,0.017365576642203666
31214,0.017202563600405726
31265,0.01703842476852607
31281,0.01689097198107089
31212,0.01685620982937394
31203,0.01683146913287255
31128,0.01648778881648497
31215,0.016290368237905906
31233,0.015989905451026475
31257,0.014972270546124022
31219,0.01487775204230561
31110,0.014446802411513604
31627,0.013983103206646204
31613,0.013733904576530368
31227,0.013234890451854444
31295,0.01286459777769805
31314,0.012742556879065814
31014,0.011978276830106988
31064,0.011014200892948231
31002,0.006112464779836022
31007,0.005141745269549437
