station,rank
31623,0.039798926242696576
31258,0.03654358747326
31247,0.03476912911615463
31248,0.029834707163232152
31289,0.02874622450975295
31288,0.028435219188244827
31200,0.02782807216040992
31201,0.027584833863439778
31108,0.02682212700561496
31229,0.02629974360475209
31277,0.024793887619129516
31228,0.022124080832169428
31232,0.02140663686638873
31615,0.021397611426437348
31214,0.02138901595090249
31230,0.02111573301985625
31600,0.02088735850954636
31101,0.02051644214291954
31249,0.020293159837526695
31272,0.019940747971561153
31271,0.01986524012666656
31203,0.019822328649585767
31243,0.0194211926783926
31603,0.019266275208855776
31266,0.01920159777357314
31290,0.019055460093353856
31281,0.01887375551037121
31628,0.01840061020698931
31241,0.018249766976595368
31321,0.018177048538879203
31646,0.017904654365551862
31246,0.017761265385217603
31129,0.017654114123204962
31265,0.017636821899917922
31128,0.017593341991355073
31227,0.016070259165496467
31233,0.015860143956871665
31257,0.015537023695496885
31609,0.015156179434621365
31212,0.015141914728379453
31613,0.015075246586719476
31110,0.015049723431904872
31215,0.014409824754236904
31295,0.013970233826178083
31219,0.013180769075234333
31627,0.013058177288523976
31014,0.010409725955127824
31314,0.009567471996447478
31064,0.008770013976835763
31002,0.005173954678345926
31007,0.004158619417073881
