station,rank
31258,0.04350814099173928
31289,0.039975049513411604
31248,0.03888087019143288
31247,0.038066501301358545
31288,0.03492911736422334
31249,0.032246788075771
31623,0.03197450994131594
31290,0.02923396591575439
31321,0.027793569873167202
31129,0.02311311278780761
31201,0.022369368270675063
31271,0.02221021423523469
31108,0.022058798587708265
31229,0.020405878968489086
31200,0.020221055899850057
31219,0.019775188683370717
31277,0.019702622575109664
31646,0.019675965377487913
31243,0.01963669110404554
31603,0.01947561121319124
31232,0.01908796917414662
31228,0.018908685044084945
31230,0.01883346161820995
31615,0.018822124936616356
31600,0.018634940592831634
31609,0.018256300918344362
31215,0.0180352980649426
31272,0.017541019837192914
31628,0.01684436409599432
31214,0.016323289851741914
31241,0.01630617795915431
31128,0.016251729136347197
31265,0.015754425004852884
31203,0.01554492839573882
31212,0.015103158364787742
31101,0.014966765421617007
31266,0.01494500187536862
31281,0.01455234954683595
31627,0.014339885092442783
31246,0.013992278759361055
31233,0.013751073869831926
31613,0.013500026656939838
31257,0.013359149925319492
31227,0.013221117027830588
31295,0.012072212118891864
31110,0.011841414991164938
31014,0.010464071614340119
31064,0.010394837641618405
31314,0.01002802625943849
31002,0.007820875450653861
31007,0.005250019882214518
