station,lon,lat,name
31129,-77.0333808660507,38.89646474748647,15th St & Pennsylvania Ave NW
31646,-77.025236,38.88044,Maine Ave & 9th St SW
31523,-77.0078,38.915,Lincoln Rd & Seaton Pl NE/Harry Thomas Rec Center
32073,-77.05006,39.04313,Blueridge Ave & Elkin St
31415,-77.02791,38.95674,Georgia Ave & Kennedy St NW
31647,-76.99602,38.89222,7th St & Massachusetts Ave NE
31820,-76.9834,38.87335,Anacostia Park
32074,-77.120776,39.062041,Twinbrook Metro
32075,-77.11287,39.04753,White Flint Metro
32076,-77.10933,39.049,Citadel Ave & McGrath Blvd
32077,-77.11368,39.049765,Rockville Pike & Old Georgetown Rd
32078,-77.1135,39.04317,Woodglen Dr & Executive Blvd
32079,-77.1257,39.04873,Executive Blvd & E Jefferson St
32080,-77.113454,39.0629,Fishers Ln & Rock Creek Mill Rd
32081,-77.129235,39.06219,Congressional Ln & E Jefferson St
32082,-77.00077,39.00048,Garland Ave & Walden Rd
32227,-77.23034,38.92245,Greensboro & Pinnacle Dr
32400,-76.843263,38.908391,1301 McCormick Dr / Wayne K. Curry Admin Bldg
32401,-76.844604,38.899811,Largo Town Center Metro
32402,-76.937349,38.969581,Baltimore Ave & Van Buren St / Riverdale Park Station
32403,-76.940133,38.95548,Baltimore Ave & Jefferson St
32404,-76.960054,38.936213,Perry & 35th St
32083,-77.115212,39.050539,Rockville Pike & Meeting St
31648,-77.01083689928055,38.870201045557025,Potomac Ave & Half St SW
31925,-77.05122,38.848304,Crystal Dr & Potomac Ave
32405,-76.825535,38.88994,Largo Rd & Campus Way / Prince Georges's Comm Col
31822,-76.984512,38.855004,Stanton Square SE
31649,-77.032956,38.931991,14th & Newton St NW
31322,-77.09629,38.917304,48th Pl & MacArthur Blvd NW
31416,-77.033509,38.969489,14th & Luzon St NW
31650,-77.006072,38.876893,1st & M St SE
32406,-77.016059,38.782633,Fleet St & Waterfront St
32407,-77.00103,38.798749,Oxon Hill Park & Ride
31651,-77.02835708856583,38.93194154348121,11th & Park Rd NW
31652,-77.000736,38.876751,4th & M St SE
31417,-77.021467,38.948057,Kansas Ave & Sherman Cr NW
32228,-77.335425,38.944707,Campus Commons
32229,-77.226644,38.92755,Park Run & Onyx Dr
31653,-77.021392,38.902674,7th & K St NW
31654,-77.012443,38.876211,King Greenleaf Rec Center
31524,-76.986813,38.907444,Montello Ave & Holbrook Terr NE
31655,-77.011616,38.897108,New Jersey Ave & F St NW
31656,-76.978627,38.901935,Maryland Ave & 17th St NE
31657,-76.998273,38.892934,Massachusetts Ave & 6th St NE
31323,-77.051833,38.923389,Woodley Park Metro / Calvert St & Connecticut Ave NW
32230,-77.20812678337097,38.92400207520182,McLean Metro
31525,-76.983221,38.906299,Trinidad Rec Center
31658,-76.979634,38.897808,Rosedale Rec Center
31659,-76.991476,38.885908,11th & C St SE
31418,-77.012808,38.951596,New Hampshire & Gallatin St NW
31823,-76.983144,38.835737,United Medical Center
31324,-77.041829,38.911268,18th & New Hampshire Ave NW
32231,-77.2283,38.8828,Dunn Loring Metro
32408,-76.946361,38.959361,Oglethorpe St & 42nd Ave
32409,-76.9753,38.840107,Southern Ave Metro
32410,-76.9595,38.9546,Queens Chapel & Hamilton St
32411,-76.952199,38.975505,Northwestern High School
32412,-76.995227,38.974205,New Hampshire Ave & East-West Hwy
32413,-76.955047,38.939271,Rhode Island Ave & 39th St / Brentwood Arts Exchange
32414,-76.9807,38.9725,Riggs Rd & East West Hwy
32415,-77.0026,38.7968,Tanger Outlets
32416,-76.995922,38.961737,Chillum Rd & Riggs Rd / Riggs Plaza
32417,-76.9493,38.9698,Hyattsville Library / Adelphi Rd & Toledo Rd
32600,-77.190275,38.895172,George Mason High School / Haycock Rd & Leesburg Pike
32601,-77.170032,38.882746,State Theatre / Park Pl & N Washington St
32602,-77.179832,38.88837,N Oak St & W Broad St
32603,-77.176992,38.887403,Pennsylvania Ave & Park Ave
32604,-77.171891,38.880612,E Fairfax St & S Washington St
32606,-77.153953,38.878085,N Roosevelt St & Roosevelt Blvd
32605,-77.173438,38.883601,W Broad St & Little Falls St
32607,-77.178408,38.87972,S Maple Ave & S Washington St
32608,-77.173605,38.885434,Falls Church City Hall / Park Ave & Little Falls St
32609,-77.166917,38.885621,W Columbia St & N Washington St
32232,-77.1887,38.9001,West Falls Church Metro
32233,-77.215624,38.928502,Jones Branch Drive & Scotts Crossing Rd
31419,-77.0235,38.932128,Georgia Ave & Morton St NW
32234,-77.230681,38.879355,Merrilee Dr & Lauren Elizabeth Lane
32235,-77.22997,38.870093,Merrifield Cinema & Merrifield Town Center
31526,-76.9859,38.9243,Rhode Island & Montana Ave NE
31130,-77.0221745967865,38.9142043187298,7th & S St NW
31527,-77.008798,38.912524,North Capitol & R St NE
31420,-77.038684,38.942146,17th & Upshur St NW
31421,-77.01822102069855,38.942024743273045,Grant Circle
31131,-77.032687,38.934405,14th & Otis Pl NW
31528,-76.997226,38.938889,John McCormack Rd NE
32418,-76.968084,38.955349,West Hyattsville Metro
32419,-76.913188,38.888524,Capitol Heights Metro
32420,-76.954803,38.965742,Prince George's Plaza Metro
32421,-76.935578,38.962119,Riverdale Park Town Center
32422,-76.954171,38.968842,The Mall at Prince Georges
32084,-77.0510969,39.0473228,Wheaton Library & Community Rec Center
31529,-77.002098,38.924144,Edgewood Rec Center
31660,-76.99514991079923,38.90273216425078,8th & K St NE
31716,-76.9678448436025,38.89595455700754,Kingman Island/The Fields at RFK
31717,-76.9472873210907,38.90046848783359,Kenilworth Terrace & Hayes St. NE
32423,-77.0167,38.7859,National Harbor Carousel
31824,-76.99358886515256,38.83664578175751,Valley Ave & Wheeler Rd SE
31718,-76.94098126958124,38.876227445751475,Ridge Rd Community Center
31825,-76.97768801437633,38.85736903758752,Fort Stanton Rec Center
31325,-77.07432264076488,38.91261359469192,Reservoir Rd & 38th St NW
31127,-77.04885238395946,38.89892546716842,22nd & H St NW
31661,-76.99489653110504,38.899941626884754,8th & H St NE
31326,-77.08564639091492,38.90970086204467,Hardy Rec Center
